,rating,aircraft,type_of_traveller,cabin_flown,route,date_flown,seat_comfort,cabin_staff_service,food_and_beverages,inflight_entertainment,ground_service,wifi_and_connectivity,value_for_money,recommended,verified,review
1661,10,,Business,Economy Class,Atlanta to Austin,July 2018,4,5,5,5,4,4,4,1,✅ Trip Verified ,"  Atlanta to Austin. I was travelling alone for the first time ever, and as someone with high anxiety this was a major deal. The flight attendants were super nice. When i casually mentioned it was my first time alone and i had already gotten lost in the airport, they made sure i was okay and one gave me one of those pins with wings! I know theyre meant for little kids, but it means a lot to me and i wish i had gotten her name to properly thank her."
1662,1,,Solo Leisure,Economy Class,San Diego to Atlanta,July 2018,1,1,,,1,,1,0,✅ Trip Verified ,"  San Diego to Atlanta. Delta delayed my fight and denied me a seat on an earlier flight with an available empty seat. I was at the gate 45 minutes before takeoff, had my ID out, and boarding pass in hand. When they asked if I had checked a bag, I foolishly answered “yes.” The supervisor used that as the reason for denying me a seat, citing it would be a “security” issue. So I guess every time we fly on a Delta flight with a bag belonging to someone who missed her connection, we are risking our security?? Does it take Delta over 45 minutes to locate and transfer a checked bag?? Is an ontime departure of a plane with empty seats more important than customer service? I wonder how Southwest and Jet Blue handle this scenario — based on customer reviews, I am most certain it is not like Delta does!"
1663,1,,Family Leisure,Economy Class,Raleigh Durham to Los Angeles,July 2018,1,1,1,1,1,1,1,0,✅ Trip Verified ,  Raleigh Durham to Los Angeles. Horrible experience. I purchased two round trip tickets to have my kids come visit me. I paid the fee to have them accompanied by a Delta employee. At the time I purchased the tickets I gave both parents information. The flight was changed at the last minute and was not even notified. When I took my kids the the airport for the return flight they didn't have My Ex's info so I had to give it to them again. When my kids arrived they didn't let her through security because they said I didn't pay the fee to have them accompanied by Delta employee. Which I did. I cost me an extra $300. So they were going to have to walk by themselves down to baggage claim. Something they have never done before. Complete lack of organization. When I got to the ticketing counter the ticketing agent didn't even know how to activate the tracker arm bracelets. Delta is incompetent.
1664,1,,Business,Economy Class,Duluth  to Austin,June 2018,1,1,,,1,,1,0,✅ Trip Verified ,  Duluth to Austin. All of Delta Baggage charges are not posted on their website and excessive. After returning from a family fishing trip that had the first leg canceled. On the return we flew out of Duluth they charged me $200 or $2/pound for fish. My brother who was traveling on United Flight 5167 the same day paid nothing for the same amount of fish in his cooler. They told me they would respond to my complaint 45 days later. They called me on the 25 day and told me they did not know where the excessive freight charges were posted on there web site and the would not reduce my charges to even be competitive with United Airlines. I guess I will fly United next time.
1665,1,A330,Business,Business Class,Atlanta to Buenos Aires,July 2018,3,1,1,1,1,,1,0,✅ Trip Verified ,"  Atlanta to Buenos Aires. Completely horrendous. Delayed on first leg only to be more delayed on longer route. Not only delayed for an hour and half a gate but tv screen in op. Flagged down two stewardess who sighed when I asked about screen. Mobile to Atlanta flight one hour behind with a stewardess that shouted rudely over the mic for a passenger to sit down, not use the restroom. We had been sitting in the plane for over 45 minutes. Now trying to leave Atlanta. Same rude attendants, broken in flight display and stewardesses who could care less. Been thru this many times with Delta and will drive to another departure city so I don’t spend my money with this crew. Terrible!"
1666,1,,Family Leisure,Economy Class,Orlando to Dayton via Atlanta,July 2018,4,1,4,4,2,,1,0,✅ Trip Verified ,"  We have had the worst experience flying with delta. We got off of our cruise ship at 9am on 7/20/18 and were required to take the shuttle to the airport where I waited with my mother, my 14 year old son and his 14 year old friend. After waiting all day for our 6:40pm flight we were informed it was delayed over four hours and we would miss our layover flight from Atlanta to Dayton because of it. So they gave us standby tickets for an earlier flight (from Orlando to Atlanta) that was already overbooked; when I asked about getting a hotel room at the Orlando airport for the night and just traveling in the morning I was told they wouldn’t cover any of the costs and that we needed to take our original flight to Atlanta if we couldn’t get on any earlier flights and for the second time we were put on standby for yet another overbooked flight (they offered $600 to people to give up seats) because they were already overbooked. They went ahead and changed our missed flight from Atlanta to Dayton to the following morning at 8:10am so we were supposed to be all set for when we finally arrived in Atlanta. Finally we boarded our very delayed flight to Atlanta after being at the airport for over 13 hours when we arrived in Atlanta at 1am there was no one to help us find a hotel or somewhere to sleep so I went to the help phone to ask them. The delta help lady on the phone informed me we weren’t even secheduled for any flights from Atlanta to Dayton!!!!! She went ahead and set the flight up for us (she was the only helpful person; she also informed me that the closets place to stay was not within walking distance) so we had to nap in chairs at Atlanta airport until our 8:10am flight. Then our 8:10 flight got delayed another two and a half hours so here we sit we have been at the airport for over 24 hours with absolutely no accommodations (besides one nice worker NOT with Delta that brought us blankets and snacks at 2am because everything was closed and she was off of work for the night). This mornings flight is said to be delayed due to weather however when I tracked the plane it is still at its last destination where the weather is clear....we do have rain in Atlanta however all the other planes are arriving and departing just fine! Delta is a joke and I will discourage everyone I know from using this horrible airline!"
1667,2,,Business,Economy Class,Detroit to Tampa,July 2018,4,4,3,4,1,3,2,0,✅ Trip Verified ," Detroit to Tampa. Recently I decided to start using Delta Airlines. It was a fairly last minute trip so I scheduled a flight from Detroit to Tampa and paid around $450. I scheduled the 8:20 PM because I didn't know what time I would be done with work. It turned out my assignment ended early so I got to the airport at 1PM to try to get on a 3:30PM flight. At first I was informed there would be a $75 fee to change to the earlier flight which was fine with me and well worth it. Then after looking up my fare the Delta employee told me that I could not change the flight because I had an economy fare. The only option was to buy a new ticket for close to $500 on the 3:30 flight. I asked if I could go standby they said no. I asked if there was anything I could do to get on the earlier flight short of paying another full fare. They said ""sorry but you purchasd the cheap fare and Delta tries to make as much as they can."" So the 3:30 flight was delayed until 4:45. I hung around hoping I could get on the flight. I tried again and Delta said that if the 8:20 is delayed then they would allow me to get on the earlier flight. I asked them to check and they said it was not delayed - sorry. Once everyone boarded the earlier flight I tried again and they said they could not put me on the flight even though there was plenty of extra seats. The later flight is not delayed and that is the only way they would allow it. The flight left. Not 10 minutes goes by and I get an email saying the 8:20 is delayed. Delta Airlines does not care about accommodating its passengers. They could have put me on that earlier flight and made an extra $75 but they chose to be greedy and make me sit in the airport for another 4 hours. My flight has been delayed to 8:45 and I am betting it will be later than that. Fly Southwest - they are the best when it comes to making changes to your flight. They are very accommodating easy to deal with and generally care about their passengers. I will not fly Delta again."
1668,9,,Family Leisure,Economy Class,Peoria to Bozeman via Minneapolis,July 2018,3,4,3,,4,,4,1,Not Verified ,"  Because of a bad knee, I require a wheelchair when changing planes. On my recent trip from Peoria, IL to Bozeman, MT, along with my two adult daughters and a niece, the young man pushing my wheelchair at the Minneapolis airport was very helpful in getting us to the departure gate on time. On our return trip, the plane was very late leaving Bozeman for Minneapolis. We only had 10 minutes from deplaning time to our departure to Peoria. That young man, pushing my wheelchair, was also very helpful. When we exited the tram from Section D to Section A, we heard our names called for the flight. We were at A 1 and going to A 13. My 53 year old daughter said, should I run and the young man said Yes. She started running and then my 61 year old daughter started running and passed her sister. They were waiting for our group when she arrived at the departure gate because they could see the ""girls"" running toward them. I'm sorry I did not get the names of those two young men who were so helpful to get us from one plane to another. Also thankful that the gate agent saw the girls running toward then and held the plane. Also wish I had a video of the event."
1669,3,,Solo Leisure,Economy Class,Accra to Boston,May 2018,2,3,2,2,1,2,1,0,✅ Trip Verified ," I flew Delta from Accra, Ghana to Boston transiting in France. The check in process in Accra delayed for about 3 hours due to a system failure so essentially our baggage didn't make it to Boston. Due to the system failure, Delta couldn't pull up my records which it later turned out, they had wrongfully assigned my baggage to another person. Basically it took Delta 3 weeks to find and deliver my bags. To add insult to injury, Delta decided to compensate me with $100, and even that, it's a voucher I have to use towards my next ticket purchase with Delta. Such an appalling gesture from Delta after this grueling ordeal; from terrible experience in their sister Air France flight to wasting my time for 3 weeks. I will not fly Delta again."
1670,1,,Family Leisure,Economy Class,Hong Kong to Seattle,July 2018,1,3,1,1,1,1,1,0,Not Verified ,"  Hong Kong to Seattle. Do not fly Delta. I have traveled extensively in my 65 years and only fly Delta when I have no other choice. I bought my ticket asked for a window seat, checked in about 24 hours prior to departure, got to the airport three hours early and guess what, got a middle seat for a 14 hour trip on a full plane. Argued my point with the counter clerk and all I got was you can fly standby next flight. Worst airline ever! "
1671,1,,Solo Leisure,Economy Class,Portland to Baltimore via Salt Lake City,July 2018,3,1,,,1,,1,0,✅ Trip Verified , My 16 year old daughter was flying solo for the first time. Her mom booked through an agency. We were never made aware of a $150 unaccompanied minor fee. Her flight was cancelled due to poor weather. I get that. It happens but the customer service that followed is unacceptable. Gate agent told my 16 year old daughter that since the fee was not paid there was nothing she could do. My wife had to speak to gate agent on speaker phone to even get her to do basic customer service. The lack of compassion this gate agent showed is appalling. Regardless of any additional fees paid or not the safety of a minor should have been Delta Airlines main priority. Leaving a minor stranded without rectifying the issue is unacceptable. It should not have taken a call from an adult to fix. She knows her job she chose to be lazy and do the bare minimum or actually even less than that. With all the bad press Delta has been receiving you would think that retraining your agents would be a priority. Shame on you Delta Airlines for leaving a 16 year old kid crying hysterically and doing nothing to solve the problem. Your lack of compassion and human decency is noted.
1672,9,MD-88,Family Leisure,Economy Class,SYR to ATL,February 2018,4,5,4,3,5,4,4,1,Not Verified ,"  Flight was very good, we came to Atlanta Hartsfield Airport 40 minutes early and that was a smooth landing. Also, on the cabin is kind of hot but it is  okay. The crews are really nice and friendly, ground services is nice too. They push back early than the departure time."
1673,1,,Solo Leisure,Economy Class,Baltimore to Abuja via Paris,July 2018,1,2,2,1,2,1,1,0,✅ Trip Verified ,"   Baltimore to Abuja via Paris. I initially got an email saying It’s time to check in. Within a few mins, I got another email stating that my flights were canceled. After being on hold for over an hour with Air France, they finally changed me to a different flight that actually got me to my destination earlier than before, which I thought was impressive. With my return flight, I got a email at 3am that my flight for that evening was canceled again! I called once again, and surprisingly, the wait time wasn’t nearly as long as the the one before. My flight was moved to Lufthansa. On arrival to the airport  I could not even check my bags in for the flight. I’ve checked in online, got my seat and everything else - my seat was given to another person. I decided to have nothing to do with both Delta and Air France and requested for my money back. I’ve booked a return flight with another airline. "
1674,1,,Family Leisure,Economy Class,Detroit to Los Angeles,July 2018,1,1,1,1,1,1,1,0,✅ Trip Verified ," Detroit to Los Angeles. Our Delta experiences have always been lackluster but these past 2 trips have been horrible. We consider ourselves to be consistent flyers of Delta (4 flights a year) and seem to be considered part of the “lower class” in their terms. Being forced to fly in zone 4 everytime has began to reveal the garbage service of Delta. Using zone 4 we NEVER get to bring out bags on board and always have them checked in. Zone 4 also NEVER gets to choose where we sit and get our entire family split and stick in the middle seat all through the plane. Our trip from Washington DC to Detroit was a short bearable trip as it was an hour but this past trip was horrible as having my children with randoms spread across the plane is a horrible way to treat a family. Upon calling to fix our seating the situation got worse, the computer system told us they would call us back in 3 hours . This is ridiculous customer service. They finally called back and told us we could switch with other passengers but NO ONE wants to switch seats to sit in the middle and we were stuck in our horrible seats. This is how Delta treats it’s frequent flyers. Don’t bother trying to be loyal to them. They will never be loyal back to you!"
1675,9,,Solo Leisure,Economy Class,Raleigh to Denver,July 2018,4,5,3,3,5,3,5,1,✅ Trip Verified ," Raleigh to Denver. I have never had a bad experience with Delta--the staff always go above and beyond to help any and every way they can and is by far my favorite airline to fly, and I've flown pretty much every one. Definitely worth the price!"
1676,9,A330-300,Solo Leisure,Economy Class,New York JFK to Milan Malpensa,July 2018,5,5,4,4,5,,4,1,✅ Trip Verified ," Excellent evening/overnight flight with on time push back and arrival. The seating in economy class was in a 2-4-2 configuration and I had an aisle seat in the two seat block. The leg space was sufficient. A personal IFE provided opportunities to view movies and tv shows, listen to music, and track the flight. Controls were easy to use. Earphones were provided. Selection was on the small side but was sufficient. A menu flier was provided - I chose a vegetarian pasta dish, it came with the usual accompaniments of salad, bread, and dessert. Beer and wine were complimentary. A light morning pre-arrival snack was served. The flight attendants were friendly and efficient. Luggage space overhead was ample. A sleep mask, pillow, and blanket came with the seat. The aircraft was clean and the flight was smooth. At check in at JFK's Delta terminal 4, I printed out my boarding pass from a machine and did not have to interact with an agent at a desk. The organization of boarding was more or less smooth with gate agents making announcements and screens displaying boarding status. There was no anxiety or stress at the gate. Nothing to complain about. Delta did its job - taking a customer to his destination on time and in comfort. I have been flying them more often now and find that they are offering a quality product."
1677,1,,Couple Leisure,Premium Economy,San Diego to Salt Lake,July 2018,1,2,1,1,4,1,1,0,✅ Trip Verified ,"  San Diego to Salt Lake. Paid for the $80.00 upgrade for better seating to get into the worst possible seat. Leg room was great, row 13E next to attendants jump seat was the most uncomfortable flight I have ever been on."
1678,1,,Family Leisure,Economy Class,Jacksonville to Detroit,July 2018,1,1,1,1,1,1,1,0,✅ Trip Verified ,"  Jacksonville to Detroit. Absolutely horrible, we were traveling as a family and we booked our flight together. When we got to the gate they decided we were no longer allowed to travel as a family and changed our seats to spread us out across the plane. We had 2 kids with us 1 and 5. When I asked about having us put back together they said there was nothing they could do. I will never fly Delta again."
1679,1,,Couple Leisure,Economy Class,San Diego to Vancouver,July 2018,1,1,1,,2,1,1,0,Not Verified ," San Diego to Vancouver. Horrible experience. The flight had a maintenance issue, which in itself is completely understandable and that I was ok with. Our flight was from San Diego @ 5:25 pm with a layover in LA for 1.5 hours to Vancouver. We were told the flight had been delayed for 10 mins. Come back the flight is delayed for another 10 mins. Come back again and the lady said if it is anywhere past 6:20 we have to come to the front to change our flights as we would miss our connecting. Again totally fine, I am in a line up with one person in front of me awaiting the new update (currently states 6:20 departure) - flights delayed until 8:45pm - again totally fine. Then things start going south. The line was told if we wanted faster service to take a red card and call the number to change flights so I take a card and step out of line as I had to meet my boyfriend to let him know what was happening. I call the airline and there isn't a single flight that night until the next day. Ok that sucks but fine... we both have to book off work the next day now and so I asked politely if there was anything that they could do to make the situation better (aka seat upgrade). Nope notta. Fine. Well can I continue booking my hotel then as I would hope you cover that. Sorry mam, but you have to go to the ladies at the gate to book a room - so now I have to go back to the same line I was encouraged to step out, again 1 person in front of me before. 1 and 1/2 hours later (4 hours since arriving at the airport) finally get to the front- again. I explain to the same lady who told me to step out of the line what happened and again politely asked for anything to make the situation better - again nothing. Standard hotel room and food vouchers which are only good at the airport  which we cant use for the meal we already ate while waiting for the delays. Then on our first flight they didn't seat us together and on the second connecting flight (2.5 hours) there were no TV's . This was pretty ridiculous there was zero customer service in handling the situation. We had to take another vacation day which we couldn't even take advantage of because anything worth going to in San Diego takes a full day. At the end of all of it they couldn't at least put us in Premium economy or give us credit we could use for something outside of spending more time at the airport or upgrade our room. I strongly suggest not taking this airline. Cancellations don't happen often but I would rather be stuck with an airline that cares about their customer experience rather than one which is just trying to fill seats. (San Diego restaurants however happily covered each of us for drinks so props to those guys for knowing something about customer service.)"
1680,3,,Family Leisure,Business Class,Newark to Atlanta,July 2018,5,5,,,3,,2,0,✅ Trip Verified ," Newark to Atlanta. Delayed in airline forced us to miss connection. This connection was last flight of night so we had to leave the next morning at 9:45am. We had to spend the night at a hotel gave us a small voucher for. The rooms were full when we arrived, as were the next two hotels rooms. Delta gave no other accommodation, customer service was atrocious and deplorable at best. On our return flight their was no air and was super hot. We are still currently in the airport now waiting for a delayed flight. We will never fly Delta again, and they will not see a single cent from me or my family again. On a side note customer service in ATL was texting while assisting us."
1681,3,Boeing 739,Family Leisure,Economy Class,San Juan to New York,July 2018,5,3,1,4,3,5,1,0,✅ Trip Verified ," San Juan to New York. Feels like a cheap airline. Had to pay for checked-in luggage (which never happened to us on any, not a cheap airline and made for an unpleasurable experience) and fact that there was no free food on the plane. Poor choice of beverages and small restroom. Luckily seats were comfortable and there was lots of legroom. Multimedia worked great and there was free wi-fi for texting via messenger and whatsapp during the whole flight. Plane was very clean and modern."
1682,9,,Solo Leisure,Economy Class,New York JFK to San Francisco,July 2018,4,4,5,5,4,5,4,1,✅ Trip Verified ,"  New York JFK to San Francisco. I had a pretty good experience with Delta! I flew JFK to SFO and my experience was pretty seamless. Great IFE and probably the best food I had on a domestic flight, I was actually impressed by the quality of it. Will definitely fly again."
1683,7,Boeing 737-800,Business,Premium Economy,Seattle to Las Vegas,June 2018,3,4,2,,4,1,3,1,✅ Trip Verified ,"  Seattle to Las Vegas, around a 2.5 hour morning flight on board B737-800 not very new aircraft but sufficient and clean. Was upgraded to premium economy upon check in appreciated the extra leg room however don’t like the middle seats. Crew were very friendly and smiling. Meals is only a beverage (water in my case ) and a pack of peanuts. Overall nice experience and will use them again for my domestic flights"
1684,1,,Family Leisure,Economy Class,Atlanta to Jacksonville,June 2018,3,5,2,1,1,,1,0,✅ Trip Verified ,"  Atlanta to Jacksonville. Our flights have been delayed or cancelled for 2 straight days and no offer to help us with our bags, a place to sleep, or any accommodations. Traveling with small children and the customer service in Atlanta couldn’t have been worse. I will never fly this airline again!"
1685,1,A330,Family Leisure,Economy Class,Amsterdam to San Jose via Seattle,June 2018,2,1,1,4,1,3,2,0,✅ Trip Verified ,"  Amsterdam to San Jose via Seattle. In several years of traveling, I have yet to have a problem free encounter with delta airlines. This most recent trip has had two flight delays, one that caused us to have to take a shuttle to another airport to get a different flight so we wouldn’t miss our connection and the other over 2 hours delayed. They ran out of meals on our 10 hour flight from Amsterdam to Seattle, so my family was left with the snacks that we left over. They tagged our luggage improperly, but luckily I was paying attention and caught the mistake before they sent all of our bags. They did send one down the belt with the wrong tag on it and couldn’t figure out which bag it was, but we managed to get that fixed just in time to run to our plane, even though we arrived at the airport 2.5 hours before our flight was scheduled to depart. I’ve traveled all over the world, and I’m sad to say that airlines from third world countries seem to operate more professionally and efficiently than delta. I tried to give them this one last chance, but I think I’ll just avoid them from now on."
1686,10,,Solo Leisure,Economy Class,New York to Los Angeles,June 2018,3,5,3,5,3,1,3,1,✅ Trip Verified ,"  I caught flight 454 from New York to Los Angeles seated in the main cabin returning from vacation, Upon entering the plane I had a  headache and I heard this nice soothing what sounded to be like neo soul music playing, it also played as we exited the plane, It was so nice to hear that type of music playing because most airlines play elevator music. So I just want to give Delta flight attendants a high five, whoever had that music playing thank you. I dont usually fly Delta but I may in the future return."
1687,1,,Family Leisure,Economy Class,Seattle to Atlanta,June 2018,1,1,,3,3,3,1,0,Not Verified ,"  This was the worst flight I have ever been on. The flight attendants were rude and disrespectful. I was having an anxiety attack and went to use the restroom as soon as the plane was in the gate, but I was unaware that the seatbelt sign was still on. If anyone has ever had an anxiety attack, you feel detached from your surroundings and it can be easy to make a mistake like getting up to go to the restroom 3 minutes prior to receiving permission. When I got to the restroom, one flight attendant told me to sit down, and as soon as she said that an announcement came on so I paused to listen. While I was trying to listen, both flight attendants began yelling at me to sit down so I could not hear the announcement and I was already shaking from my anxiety attack. I went to sit down, the seatbelt sign went off, and I walked back to the restroom. I was so nervous that the flight attendants would yell at me again that I waited for them to tell me it was okay to use the restroom. One of the flight attendants looked at me, angrily reached in front of me and yelled ""PUSH"" to show me how to open the door as if I were completely incompetent. I didn't say anything and went to the restroom, but while I was in there I could hear the two flight attendants talking about me. Overall, this experience was terrible, and the lack of humanity in Delta airplanes shocks me."
1688,1,,Solo Leisure,Economy Class,New York to Los Angeles,June 2018,1,1,,,1,1,1,0,✅ Trip Verified ,"  New York to Los Angeles. Terrible experience. Only fly Delta as a last resort. My sister was at the airport all day. Initial plane with mechanical problems. Waited several hours for another plane, which came from Madrid. Finally got on that plane, sat on tarmac for 2 hours, and returned to gate for mechanical problems after hearing horrible noise on replacement plane. So two planes in one day with mechanical problems. Then they had to get another crew. So if two out of two planes have mechanical problems, this is airline to avoid at all cost. Who knows what type of old planes with tons of mechanical problems they are using. Oh, and by the way, none of the electric outlets worked on second plane."
1689,10,Boeing 757,Couple Leisure,Economy Class,Detroit to Fort Lauderdale,June 2018,5,5,5,5,5,,4,1,✅ Trip Verified ,"  Service is perfect from online ticket purchase to returning home. Flying DL is easy and uneventful. Personnel are courteous, kind and professional, consistently good service. I love the DL App it’s easy, fewer keystrokes, online checkin email reminder takes less than a minute with no need to email it’s right in the app. It has become my new favorite airline."
1690,2,Boeing 757-200,Business,First Class,San Diego to New York JFK ,June 2018,1,3,2,4,1,1,1,0,✅ Trip Verified ," This is definitely my last flight with Delta Air Lines. Customer service is garbage, takes hours to speak to someone and is a pain in the ass to make any adjustments to your flight. Upgraded to what I thought was Delta One (lie flat) instead got the single most uncomfortable first class seat I’ve ever sat in. It’s a bit wider than a normal seat but hard as a rock. Don’t pay premium prices for what has turned into a budget airline. "
1691,1,,Family Leisure,Economy Class,Salt Lake City to Austin,June 2018,1,1,,,1,,1,0,✅ Trip Verified ,"  My mom had back surgery about a month ago. She had a connecting flight from Vegas to Austin in Salt Lake City. Her flight from Vegas was late and she missed her connecting flight to Austin. She had to sleep on the airport floor which is obviously very painful for someone who had lower lumbar surgery a month ago, and is handicap. They could not get her a hotel, so they offered her was $90 in food vouchers. What is that, two meals at an airport? She had to buy her own blanket and pillow. Was not offered a mat. I am appalled by this treatment.  I have had nothing but bad experiences with Delta. I will never fly with Delta again. "
1692,9,,Solo Leisure,Economy Class,Hong Kong to Seattle,June 2018,5,5,5,5,5,5,5,1,✅ Trip Verified ,"  Very good experience on the flight from Hong Kong to Seattle. The lavatories on the right hand side were all closed due to pump problems. The seats were comfortable, food was good. They served dim sum for breakfasts, which was delicious. The flight entertainment option was good. Free wifi for texting, how cool! Cabin staff were friendly and always helpful. The gate agent was sympathetic to my long transit in Salt Lake City, i was given a meal voucher. The only thing is they change the flight time to create the long transit that I had to endure at the first place. Sadly the route from Hong Kong to Seattle will be axed, I feel sorry that this route has to be dropped. The flight was always full according to the ground agent, why drop the route?"
1693,10,,Solo Leisure,Economy Class,St Louis to Miami,June 2018,3,5,5,5,5,1,5,1,✅ Trip Verified ,"  St Louis to Miami. This is my first experience traveling by aircraft. I really enjoyed it. The staff were very friendly and attentive. I liked how the pilot kept us informed throughout the flight.  Overall, the trip was entertaining, easy to get instructions to the right place, and relaxing. Thank you"
1694,3,,Solo Leisure,Economy Class,Atlanta to Tampa,June 2018,3,2,,,2,,3,0,Not Verified ,  Flew Atlanta to Tampa with Delta Air Lines. Makes me check bag when there is plenty of overhead space. Wasn't given reason for why. The overhead bin in my row itself had enough space for two extra bags. Extremely inconvenient in terms of time of arrival and needing to wait after just to wait for a bag that could fit right with me.
1695,2,,Business,Economy Class,Phoenix to Atlanta,June 2018,3,4,2,1,1,,1,0,Not Verified ,"  After booking a flight from Phoenix to Atlanta as a family of four, I was unable to select seats. I called the customer service line with the reservation (confirmation) number in order to be seated as a family. I was instructed that I must pay an additional cost ($76 per ticket) to have seats together. I paid the cost but the day we were to fly out my family was separated. I went to customer service and was told there was a change in aircraft. There were still 38 rows - why were we separated! I choose the back all the time because I have a 4 and 5 year old. At the counter, the attendant said ""not my problem"" - horrible customer service and at this rate this will be my last Delta flight. I paid extra to sit together and was told it's not their problem. Screw you Delta! You just lost service from a family who flies every other month!"
1696,10,,Solo Leisure,Economy Class,Burlington to Atlanta,June 2018,5,5,5,,5,,5,1,✅ Trip Verified ,  Burlington to Atlanta. I was feeling pretty sick on this flight. I asked a stewardess for a ginger ale in the very beginning and she also brought me a bag and napkins. The three stewardesses on this flight were phenomenal. They checked in on me. They brought me some water and food. I couldn’t eat the free food due to my upset stomach so they found some food better for me. They really went above for me and it helped get me through my two hour flight!
1697,1,,Solo Leisure,Economy Class,Boise to Washington via Minneapolis,June 2018,2,1,3,,1,1,2,0,✅ Trip Verified ," Boise to Washington via Minneapolis. Seat choice not possible, staff at check-in unfriendly. Tried to choose my seat while online check-in, wasn’t possible. Was the first person at the gate but staff didn’t allow me to choose my seat and on top very unfriendly at Minnesota Airport. Not going to fly with this airline again until they change that."
1698,9,A319,Family Leisure,Economy Class,Minneapolis to Boston,June 2018,4,5,4,4,4,5,5,1,✅ Trip Verified ,"  Minneapolis to Boston. This was one of the best flights I have been on!  All the staff were caring and considerate. Delta has recently upgraded their A319 aircraft, there are larger overhead bins so the plane holds more carry ons. The plane also features Inflight entertainment screens. Delta’s new selection of snacks are great. "
1699,10,,Couple Leisure,Economy Class,Dublin to Cancun via New York,June 2018,5,5,5,5,5,,5,1,✅ Trip Verified ,  Dublin to Cancun via New York. Very impressed with this airline. Have travelled a lot and used many airlines but Delta was by far the easiest and most pleasant. Staff were extremely helpful efficient and apologetic at any delays. Made the journey so easy and hassle free. Many thanks
1700,10,,Couple Leisure,Economy Class,Grand Rapids to Aruba,May 2018,5,5,,,5,,5,1,Not Verified ,"  Flew to Aruba last month with no issues. Was scheduled to fly to Nebraska today (June 2018) from Ford Airport in Grand Rapids, MI, with a connecting flight in Minneapolis. Wanted to give credit and thanks to the great Customer Service Representative who helped us. Our flight to Minneapolis was very delayed, which meant we were going to miss our connecting flight in Minneapolis going to Omaha. This staff member checked every other possible flight options and everything was booked. She graciously checked on refunding our flight money, which was granted. We are ever so thankful in her turning a bad situation into a more positive one. We drove to Omaha, but have always had great service through Delta Airlines, and won't hesitate to keep flying through them!!"
1701,2,,Family Leisure,Economy Class,Indianapolis to Ft Lauderdale,June 2018,1,1,1,1,2,2,2,0,✅ Trip Verified ,  My flight was supposed to be in Atlanta for an hour layover! We were scheduled to leave Atlanta at 10:30pm and be in Fort Lauderdale at 12:30am. I cannot believe we are basically sleeping in the airport after I paid for a hotel room.  The staff at this Atlanta Airport are rude.
1702,1,,Family Leisure,Economy Class,Atlanta to Ft. Lauderdale,June 2018,1,1,1,1,1,1,1,0,✅ Trip Verified ,  Atlanta to Ft. Lauderdale. Delayed flight 3 times. Was supposed to leave at 10:30pm. Flight got delayed to 1:15am. Then flight got delayed to 2:20. Flight got delayed again until 3:20. Told us that it’s not guaranteed. At this point we are the only people in the airport here with the night workers and construction workers. You have people sleep on the floors and sleep anywhere they can. This is very inconvenient! We had a room booked and we are still currently stuck at the airport uncomfortable! I will never book with Delta again! Very unprofessional. So upset that we have been in the airport for five hours already!
1703,2,,Couple Leisure,Premium Economy,New York to Barcelona ,June 2018,2,4,2,5,1,,1,0,Not Verified ,"  I wanted to alert fellow fliers that Delta Comfort Plus is really a scam, at least on this flight from New York to Barcelona. This is not premium economy at all. All it is seats with 3 inches more pitch. You get the same long boarding line as economy, same cabin, same seats, same meals, everything the same except a little more legroom. On top of that, a boarding system that was laughable and bad food (I mean inedible). This, for an extra $1000 per person, was insane. On the other hand, flight crew on both flights were excellent, as was the selection of movies on the in flight entertainment system. Save money and fly economy."
1704,1,,Solo Leisure,Economy Class,Detroit to Haneda via Minneapolis,May 2018,1,1,1,,1,,1,0,Not Verified ,"  This flight was delayed by one hour or so, which made me miss subsequent flights Delta 0121 (MSP to HND) and China Eastern 0540 (HND to PVG). This delay caused me to change my subsequent flight to next day which caused a penalty of $1,187.90 that I had to pay to China Eastern. Also, when Delta booked me for the next day flight, they told me that my single piece of luggage will be in the same flight as me and that I should not be worried about it. Next day I came early to the airport and wanted to double check that my luggage is on-boarded with me in the same flight, to my surprise, I figured out that my piece of luggage was actually sent to Chicago and no one can explain why? I spent an hour with luggage service, at the end they told me that we are forwarding it to Shanghai and that it will be in Shanghai 8 hours before me, so, I was OK to just go to luggage service to pick it up once there. When I reached Shanghai, the luggage service could not even track it, China Eastern had no clue where it is. Next day I spend couple hours on the phone to try to figure out when can I receive my luggage but didnt get anything. I called then Delta luggage service, they told me that my luggage is still in Chicago and it is planned to go to HND next day then to PVG. After calling 2 to 3 times a day, finally I received my luggage 4 days since my original flight. I was on a business trip and my stop at Shanghai was primary for meetings scheduled for Saturday April 28th, due to delay, I missed these meeting and my stop at Shanghai become worthless. I couldnt make up for these meetings since Monday and Tuesday was a Holiday in China and I had to continue my trip to my next stop in Wuhan. The damage caused by this delayed flight and luggage is difficult to quantify beside the cash penalty that I paid ($1,187.90). I would like per this complaint to explain all the negative impact I went through due to a delay of a Delta flight.Resolution: Sugar coated email with 7500 bonus point. Total disrespect to customer."
